,test_number,folder,scene,dist_met,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,Sum
300,3,rosemary_av1_01,rosemary,av1,1.0,1.0,1.5,1.9,1.3,2.3,2.0,2.0,2.0,1.9,1.0,1.7,2.2,1.4,2.1,1.4,1.6687499999999997
301,3,rosemary_av1_05,rosemary,av1,3.0,4.0,3.9,5.0,3.3,4.0,5.0,4.9,3.2,2.2,4.0,2.7,2.3,2.5,3.9,2.3,3.5125
302,3,rosemary_av1_15,rosemary,av1,5.0,4.5,5.0,5.0,5.0,3.9,5.0,4.6,4.8,3.3,5.0,3.7,5.0,4.0,5.0,5.0,4.6125
303,3,rosemary_av1_25,rosemary,av1,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.9,3.6,4.8,5.0,4.5,5.0,4.8,4.8,5.0,4.7124999999999995
304,3,rosemary_av1_75,rosemary,av1,4.0,4.5,4.9,5.0,5.0,4.8,5.0,4.8,5.0,4.6,5.0,3.6,5.0,3.4,5.0,5.0,4.6625000000000005
305,3,rosemary_bar_001,rosemary,bar,4.5,4.0,5.0,5.0,5.0,5.0,5.0,4.6,4.5,3.0,5.0,4.8,5.0,5.0,4.9,4.0,4.643750000000001
306,3,rosemary_bar_002,rosemary,bar,5.0,4.5,5.0,5.0,5.0,4.8,5.0,4.7,4.0,5.0,5.0,4.8,5.0,3.8,4.8,5.0,4.7749999999999995
307,3,rosemary_bar_003,rosemary,bar,5.0,4.0,5.0,5.0,5.0,3.8,5.0,4.0,4.9,3.1,5.0,5.0,4.9,3.1,4.6,5.0,4.5249999999999995
308,3,rosemary_bar_004,rosemary,bar,4.0,2.0,4.8,5.0,5.0,3.5,5.0,4.9,2.6,2.6,5.0,4.4,3.4,2.7,3.8,5.0,3.98125
309,3,rosemary_bar_005,rosemary,bar,3.0,2.0,3.1,4.8,3.5,1.9,3.6,2.4,2.1,2.2,3.9,4.0,1.8,2.5,2.2,3.5,2.90625
310,3,rosemary_bpg_25,rosemary,bpg,2.0,1.8,2.3,2.0,2.5,4.0,3.0,3.3,2.6,1.0,2.1,2.6,1.5,1.6,3.5,2.3,2.38125
311,3,rosemary_bpg_375,rosemary,bpg,2.5,2.1,2.9,5.0,2.2,3.2,4.4,4.6,2.9,2.7,3.0,3.0,1.9,2.7,3.3,2.9,3.08125
312,3,rosemary_bpg_5,rosemary,bpg,3.0,5.0,4.0,5.0,3.5,3.7,5.0,4.5,4.4,5.0,4.0,2.7,4.6,2.8,3.2,2.9,3.9562500000000003
313,3,rosemary_bpg_625,rosemary,bpg,3.0,4.0,4.9,5.0,4.0,4.2,5.0,4.7,3.9,3.8,3.0,4.0,5.0,2.8,4.1,3.5,4.0562499999999995
314,3,rosemary_bpg_75,rosemary,bpg,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.5,4.2,3.8,5.0,5.0,5.0,3.3,4.7,4.8,4.58125
315,3,rosemary_gau_001,rosemary,gau,4.0,4.0,5.0,5.0,5.0,4.5,5.0,5.0,4.0,5.0,5.0,4.3,4.0,4.8,4.8,4.5,4.6187499999999995
316,3,rosemary_gau_002,rosemary,gau,3.5,3.0,2.1,2.4,3.5,3.2,3.4,3.0,4.1,3.6,3.0,3.5,3.7,3.0,3.6,3.5,3.25625
317,3,rosemary_gau_003,rosemary,gau,3.0,2.0,2.1,2.5,3.0,2.3,3.0,3.9,2.7,2.5,2.1,3.9,2.5,2.8,2.0,3.2,2.71875
318,3,rosemary_gau_004,rosemary,gau,2.5,2.0,1.2,2.0,3.0,2.3,2.6,2.0,2.1,1.8,1.0,3.1,2.2,2.0,1.8,3.2,2.1750000000000003
319,3,rosemary_gau_005,rosemary,gau,2.5,1.0,1.4,1.2,2.0,1.6,1.7,2.0,1.7,2.1,1.0,2.7,2.0,2.0,1.5,1.8,1.7625
320,3,rosemary_jp2_25,rosemary,jp2,2.0,1.5,1.7,1.6,1.7,2.5,2.1,3.5,2.2,1.4,1.0,2.2,1.0,1.3,1.5,1.9,1.8187499999999999
321,3,rosemary_jp2_375,rosemary,jp2,2.0,2.0,2.0,2.3,3.0,2.4,3.0,4.9,2.0,1.4,1.0,2.4,1.7,2.1,2.1,2.1,2.275
322,3,rosemary_jp2_5,rosemary,jp2,2.0,4.5,2.3,2.5,3.0,3.0,3.3,4.5,1.5,2.2,3.0,2.1,2.2,2.0,2.7,2.1,2.6812500000000004
323,3,rosemary_jp2_625,rosemary,jp2,3.0,2.5,3.0,5.0,3.3,4.3,4.2,4.1,2.1,2.6,3.9,3.2,3.7,3.1,3.5,2.5,3.3750000000000004
324,3,rosemary_jp2_75,rosemary,jp2,3.0,4.5,3.6,5.0,3.0,4.4,5.0,4.5,3.0,4.3,4.0,2.9,3.3,2.0,4.0,4.0,3.7812499999999996
325,3,rosemary_jpg_25,rosemary,jpg,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0125
326,3,rosemary_jpg_375,rosemary,jpg,1.0,1.0,1.2,2.0,1.3,1.5,2.0,2.4,1.5,1.8,1.0,1.0,1.0,1.6,1.6,1.5,1.4625000000000004
327,3,rosemary_jpg_5,rosemary,jpg,2.0,2.0,1.9,2.1,2.7,3.1,3.1,3.6,2.2,1.4,1.0,2.5,3.1,1.8,2.5,2.1,2.31875
328,3,rosemary_jpg_625,rosemary,jpg,3.0,3.0,2.9,3.4,3.2,3.5,3.5,4.2,2.5,2.6,2.1,2.5,2.1,2.5,2.4,2.6,2.875
329,3,rosemary_jpg_75,rosemary,jpg,3.0,4.0,3.7,3.8,3.3,5.0,4.4,4.8,2.4,1.6,3.0,2.8,3.3,2.4,3.5,3.1,3.3812499999999996
330,3,rosemary_pin_001,rosemary,pin,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.9,4.5,5.0,5.0,4.6,5.0,4.0,5.0,5.0,4.75
331,3,rosemary_pin_002,rosemary,pin,5.0,5.0,4.9,5.0,5.0,4.0,5.0,4.7,3.6,3.9,5.0,4.9,4.3,4.1,4.8,5.0,4.637499999999999
332,3,rosemary_pin_003,rosemary,pin,4.0,4.5,5.0,5.0,5.0,3.7,5.0,4.4,3.2,3.4,4.0,4.9,4.0,4.7,3.2,3.7,4.23125
333,3,rosemary_pin_004,rosemary,pin,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.7,2.9,2.0,5.0,4.8,3.7,5.0,3.6,5.0,4.35625
334,3,rosemary_pin_005,rosemary,pin,3.0,2.5,1.8,3.9,5.0,2.1,3.0,4.4,2.1,4.6,5.0,1.5,1.3,2.5,2.3,4.5,3.09375
335,3,rosemary_sal_001,rosemary,sal,4.0,4.5,2.3,3.0,3.7,3.9,2.8,4.6,3.2,5.0,5.0,3.2,3.0,5.0,2.8,4.0,3.75
336,3,rosemary_sal_002,rosemary,sal,4.0,1.5,1.1,1.9,3.0,2.9,2.4,3.0,2.8,4.5,3.0,1.4,2.9,3.0,1.6,4.0,2.6875
337,3,rosemary_sal_003,rosemary,sal,3.5,1.5,1.1,2.1,2.5,2.6,2.0,3.0,2.5,2.6,2.1,1.7,1.8,2.6,2.0,4.0,2.35
338,3,rosemary_sal_004,rosemary,sal,3.0,1.5,1.0,1.6,2.7,2.2,2.0,2.2,2.0,3.8,1.0,1.7,1.3,2.4,1.7,3.3,2.0875
339,3,rosemary_sal_005,rosemary,sal,2.0,1.0,1.0,1.5,1.5,1.8,1.0,2.0,1.5,1.8,1.0,1.0,1.3,1.9,1.4,2.7,1.525
340,3,rosemary_uns_001,rosemary,uns,5.0,4.0,5.0,5.0,5.0,3.9,5.0,4.9,4.3,4.3,5.0,4.2,5.0,4.1,5.0,5.0,4.668749999999999
341,3,rosemary_uns_002,rosemary,uns,4.0,3.5,4.2,5.0,4.0,4.0,4.2,4.0,4.6,2.6,4.0,4.0,4.0,4.1,4.2,4.0,4.025
342,3,rosemary_uns_003,rosemary,uns,3.0,3.0,4.4,4.1,4.0,4.0,4.1,4.0,4.6,3.2,3.1,3.0,3.8,3.6,3.5,4.0,3.7125000000000004
343,3,rosemary_uns_004,rosemary,uns,2.0,3.5,3.9,4.1,3.5,3.6,4.0,3.6,4.0,3.4,2.1,2.8,3.7,3.2,2.5,4.0,3.3687500000000004
344,3,rosemary_uns_005,rosemary,uns,2.0,1.0,3.0,3.7,2.5,3.2,3.0,2.0,3.9,2.9,2.1,1.0,3.2,2.7,3.7,4.0,2.7437500000000004
345,3,rosemary_vp9_01,rosemary,vp9,1.0,1.5,1.9,2.7,2.3,2.3,2.6,3.0,1.9,1.8,1.0,1.9,1.7,1.7,2.2,1.8,1.9562499999999996
346,3,rosemary_vp9_05,rosemary,vp9,2.5,1.8,2.0,3.2,2.5,2.9,2.3,3.2,2.1,1.8,3.0,1.2,3.7,2.2,2.8,3.0,2.5125
347,3,rosemary_vp9_15,rosemary,vp9,3.0,4.5,4.1,5.0,3.3,4.0,5.0,4.5,4.2,4.2,5.0,3.7,2.9,2.7,3.5,4.9,4.031250000000001
348,3,rosemary_vp9_25,rosemary,vp9,4.0,4.5,5.0,5.0,5.0,3.9,5.0,4.7,4.0,3.4,5.0,3.9,5.0,4.0,5.0,5.0,4.525
349,3,rosemary_vp9_75,rosemary,vp9,4.0,4.5,5.0,5.0,5.0,4.3,5.0,5.0,4.5,4.5,5.0,4.8,5.0,4.0,4.9,5.0,4.71875
350,3,rosemary_x264_01,rosemary,x264,1.0,1.0,1.0,1.0,1.0,1.5,1.1,2.0,1.0,1.0,1.0,1.6,1.0,1.0,1.2,1.0,1.15
351,3,rosemary_x264_05,rosemary,x264,3.0,2.5,2.7,5.0,3.2,3.9,4.0,4.8,2.0,1.9,2.1,2.9,1.7,2.2,3.6,2.4,2.9937500000000004
352,3,rosemary_x264_15,rosemary,x264,3.5,3.0,4.8,4.8,5.0,5.0,5.0,4.5,3.6,3.0,4.0,4.4,4.5,4.0,4.8,5.0,4.30625
353,3,rosemary_x264_25,rosemary,x264,5.0,4.5,4.1,5.0,5.0,2.9,5.0,4.6,4.3,2.6,4.0,4.0,4.5,2.5,4.8,5.0,4.2375
354,3,rosemary_x264_75,rosemary,x264,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.7,4.8,4.2,5.0,4.3,4.5,3.0,5.0,5.0,4.53125
355,3,rosemary_x265_01,rosemary,x265,1.0,1.0,1.2,2.3,2.0,2.3,2.0,2.1,1.7,1.0,1.0,2.7,1.0,1.6,1.6,1.0,1.5937500000000002
356,3,rosemary_x265_05,rosemary,x265,2.0,4.0,2.2,5.0,3.3,3.4,5.0,4.5,3.0,1.9,3.0,2.4,2.9,2.5,4.3,2.7,3.2562499999999996
357,3,rosemary_x265_15,rosemary,x265,4.0,4.5,4.9,4.5,5.0,5.0,5.0,4.9,4.7,4.1,3.0,4.5,4.2,2.4,4.5,4.6,4.3625
358,3,rosemary_x265_25,rosemary,x265,4.5,5.0,4.9,5.0,5.0,4.4,5.0,4.5,4.8,3.4,5.0,4.5,4.9,2.9,5.0,3.7,4.531249999999999
359,3,rosemary_x265_75,rosemary,x265,5.0,4.0,5.0,5.0,5.0,2.8,5.0,4.8,4.4,2.6,5.0,4.0,4.2,4.8,4.4,5.0,4.4375
360,4,pens_av1_01,pens,av1,1.0,1.5,1.4,1.6,1.3,1.0,1.8,1.2,1.9,1.4,1.0,2.0,1.0,1.3,2.1,1.3,1.4250000000000003
361,4,pens_av1_05,pens,av1,3.0,3.0,3.5,5.0,4.0,4.0,5.0,3.1,2.5,2.2,5.0,2.9,3.0,3.0,3.2,4.4,3.5500000000000003
362,4,pens_av1_15,pens,av1,4.0,4.0,5.0,5.0,5.0,4.1,5.0,4.7,4.9,5.0,5.0,3.9,2.0,4.0,4.8,5.0,4.4625
363,4,pens_av1_25,pens,av1,4.0,2.0,5.0,5.0,5.0,3.9,5.0,4.7,5.0,5.0,4.0,4.8,3.0,3.7,4.5,4.0,4.2875
364,4,pens_av1_75,pens,av1,5.0,4.5,5.0,4.0,5.0,3.5,5.0,4.5,5.0,5.0,5.0,4.5,5.0,3.9,4.7,5.0,4.6625000000000005
365,4,pens_bar_001,pens,bar,4.0,4.5,4.9,5.0,5.0,2.9,5.0,5.0,4.9,5.0,5.0,4.3,4.9,4.7,5.0,5.0,4.69375
366,4,pens_bar_002,pens,bar,4.0,4.5,4.9,5.0,5.0,4.3,5.0,4.7,4.0,5.0,4.0,3.4,4.9,3.8,4.5,3.7,4.41875
367,4,pens_bar_003,pens,bar,4.0,4.0,4.5,5.0,4.0,4.4,5.0,4.8,5.0,5.0,4.0,3.6,4.6,4.0,3.8,5.0,4.41875
368,4,pens_bar_004,pens,bar,4.0,3.0,4.6,5.0,3.7,5.0,5.0,4.7,3.9,5.0,3.0,3.6,4.3,4.8,4.2,4.9,4.29375
369,4,pens_bar_005,pens,bar,4.0,4.0,4.7,5.0,4.0,4.0,4.6,2.2,2.9,3.8,3.1,4.9,4.9,2.1,3.5,4.6,3.89375
370,4,pens_bpg_25,pens,bpg,2.0,1.5,1.7,2.4,2.7,2.4,3.1,2.1,2.7,1.4,1.0,2.4,1.0,2.0,2.6,1.3,2.01875
371,4,pens_bpg_375,pens,bpg,1.0,2.0,3.4,3.1,2.7,3.0,3.4,2.2,2.1,2.2,2.1,2.5,1.3,2.5,3.5,2.3,2.45625
372,4,pens_bpg_5,pens,bpg,2.0,1.5,4.0,4.0,2.8,3.0,2.4,5.0,1.5,2.2,2.1,2.3,1.3,2.5,3.3,1.8,2.6062499999999993
373,4,pens_bpg_625,pens,bpg,2.0,3.0,3.2,3.9,3.8,3.4,3.8,4.9,2.3,2.6,5.0,3.1,1.9,4.0,3.4,2.6,3.30625
374,4,pens_bpg_75,pens,bpg,2.0,2.0,4.5,4.0,3.5,4.0,5.0,4.9,3.0,3.8,3.0,2.9,2.2,2.7,3.2,2.7,3.3375000000000004
375,4,pens_gau_001,pens,gau,4.0,3.0,4.6,4.1,5.0,4.8,5.0,5.0,3.2,5.0,5.0,4.7,4.8,4.3,4.0,4.7,4.45
376,4,pens_gau_002,pens,gau,3.8,3.0,4.3,5.0,4.0,4.0,4.2,4.8,2.9,3.4,3.0,3.8,3.3,2.4,3.5,2.7,3.6312499999999996
377,4,pens_gau_003,pens,gau,3.0,2.5,2.8,3.0,3.3,2.7,3.0,3.9,2.1,2.2,2.1,3.0,2.6,2.4,2.1,2.8,2.71875
378,4,pens_gau_004,pens,gau,3.0,2.0,2.1,2.3,2.5,2.5,2.0,2.8,2.3,2.2,2.1,1.9,2.5,2.0,2.6,1.5,2.2687500000000003
379,4,pens_gau_005,pens,gau,2.5,1.0,1.4,1.7,2.0,1.9,2.0,1.1,1.6,1.8,1.0,1.5,2.8,1.3,1.8,1.0,1.6500000000000001
380,4,pens_jp2_25,pens,jp2,2.0,1.5,1.2,2.2,1.7,2.0,2.2,2.9,1.8,1.4,1.0,1.9,1.0,2.2,2.1,1.8,1.80625
381,4,pens_jp2_375,pens,jp2,2.0,2.0,1.8,3.4,2.5,2.3,2.5,2.1,2.3,1.8,1.0,2.9,1.3,2.3,2.2,2.4,2.1750000000000003
382,4,pens_jp2_5,pens,jp2,2.0,1.5,2.0,3.1,2.8,2.2,3.4,3.1,2.3,3.4,2.1,1.8,1.7,2.7,2.8,1.9,2.425
383,4,pens_jp2_625,pens,jp2,3.0,3.5,3.0,4.7,3.2,4.1,3.0,4.6,1.9,1.8,2.0,2.8,1.0,2.2,2.6,2.6,2.875
384,4,pens_jp2_75,pens,jp2,2.0,2.5,2.9,3.5,3.3,3.8,4.0,4.6,2.4,3.4,3.0,2.9,2.2,2.5,3.1,1.8,2.99375
385,4,pens_jpg_25,pens,jpg,1.0,1.0,1.1,1.5,1.0,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,1.0,1.075
386,4,pens_jpg_375,pens,jpg,1.0,1.0,1.2,1.4,1.7,2.0,2.3,1.0,1.1,1.4,1.0,1.5,1.0,1.9,1.0,1.5,1.375
387,4,pens_jpg_5,pens,jpg,1.0,2.1,2.1,2.8,2.7,2.3,3.0,3.0,1.8,1.8,2.1,2.1,1.0,2.1,3.1,1.5,2.1562500000000004
388,4,pens_jpg_625,pens,jpg,2.5,2.0,4.9,3.6,3.3,3.2,3.5,4.0,2.7,2.2,2.0,2.8,1.8,2.3,3.7,2.2,2.9187499999999997
389,4,pens_jpg_75,pens,jpg,3.0,3.0,3.1,4.5,3.0,3.7,4.5,4.9,2.4,2.2,3.0,2.8,1.3,2.9,2.5,2.5,3.08125
390,4,pens_pin_001,pens,pin,5.0,4.0,5.0,5.0,5.0,4.9,5.0,4.8,4.5,5.0,5.0,4.4,4.5,5.0,5.0,4.0,4.75625
391,4,pens_pin_002,pens,pin,4.0,4.5,4.7,4.0,5.0,4.0,5.0,5.0,3.9,5.0,3.1,4.4,5.0,2.7,4.8,4.5,4.3500000000000005
392,4,pens_pin_003,pens,pin,4.0,4.5,4.7,4.0,5.0,3.8,5.0,4.9,5.0,5.0,5.0,4.0,5.0,4.1,5.0,5.0,4.625
393,4,pens_pin_004,pens,pin,4.0,4.5,5.0,5.0,5.0,5.0,5.0,4.9,4.5,4.2,4.0,4.1,5.0,3.1,4.8,3.6,4.48125
394,4,pens_pin_005,pens,pin,4.0,5.0,4.7,5.0,5.0,4.4,5.0,4.9,4.9,3.8,5.0,3.2,5.0,4.7,4.2,3.3,4.50625
395,4,pens_sal_001,pens,sal,4.0,2.0,4.1,2.4,3.7,3.5,2.9,3.8,2.5,4.2,5.0,2.4,2.3,3.0,2.9,4.5,3.3249999999999997
396,4,pens_sal_002,pens,sal,4.0,1.5,1.2,2.0,3.0,2.9,2.0,3.0,2.6,3.8,1.0,2.0,2.3,3.0,1.9,4.0,2.5125
397,4,pens_sal_003,pens,sal,3.0,1.0,1.3,2.2,2.5,2.7,2.0,1.9,1.8,3.0,2.1,1.2,2.2,2.8,1.9,3.8,2.2125
398,4,pens_sal_004,pens,sal,3.0,1.0,1.1,1.8,2.0,2.4,2.0,1.6,2.3,2.6,1.0,1.2,1.7,2.7,1.3,2.9,1.9124999999999999
399,4,pens_sal_005,pens,sal,2.0,1.0,1.0,1.4,1.8,2.2,1.0,1.3,1.7,2.6,1.0,1.0,1.0,2.0,1.0,2.1,1.50625
400,4,pens_uns_001,pens,uns,4.0,4.0,5.0,5.0,5.0,4.6,5.0,4.9,4.5,5.0,5.0,4.4,5.0,4.1,5.0,5.0,4.71875
401,4,pens_uns_002,pens,uns,3.0,4.0,4.4,4.5,4.0,4.0,5.0,5.0,4.9,2.6,3.9,4.0,4.3,3.9,3.9,5.0,4.1499999999999995
402,4,pens_uns_003,pens,uns,3.0,4.0,4.4,4.2,3.8,3.8,4.8,4.0,4.5,2.6,4.0,1.8,3.0,3.7,3.2,4.0,3.6750000000000003
403,4,pens_uns_004,pens,uns,2.0,1.0,3.0,3.8,2.0,2.4,4.0,2.6,3.9,2.2,4.0,2.7,4.2,2.8,2.5,4.1,2.95
404,4,pens_uns_005,pens,uns,2.0,1.5,3.0,4.0,2.0,2.8,4.0,2.0,3.7,3.0,1.6,1.8,3.7,2.7,1.7,4.0,2.7187500000000004
405,4,pens_vp9_01,pens,vp9,1.0,1.5,1.2,2.0,2.0,2.0,1.8,2.1,1.6,1.8,1.0,1.7,1.0,1.3,1.6,1.2,1.55
406,4,pens_vp9_05,pens,vp9,2.0,3.0,2.5,2.5,2.5,2.5,4.0,3.0,3.0,1.8,3.0,3.1,1.9,2.3,2.5,1.4,2.5624999999999996
407,4,pens_vp9_15,pens,vp9,3.0,5.0,4.9,4.6,5.0,4.3,5.0,4.7,4.4,3.0,4.0,3.6,1.3,3.6,4.1,3.1,3.975
408,4,pens_vp9_25,pens,vp9,4.0,2.5,5.0,5.0,5.0,4.7,5.0,4.7,4.4,3.8,3.0,4.2,1.7,3.3,4.1,4.4,4.05
409,4,pens_vp9_75,pens,vp9,4.0,5.0,4.9,5.0,5.0,5.0,5.0,5.0,3.2,4.6,5.0,4.9,5.0,4.1,5.0,5.0,4.73125
410,4,pens_x264_01,pens,x264,1.0,1.0,1.0,1.5,1.0,1.5,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0812499999999998
411,4,pens_x264_05,pens,x264,1.5,2.0,3.5,4.1,3.2,2.7,3.7,2.0,1.8,1.4,2.1,3.1,1.3,2.5,2.9,2.7,2.53125
412,4,pens_x264_15,pens,x264,4.0,3.5,4.4,4.3,5.0,4.5,4.6,4.5,3.8,3.8,5.0,3.3,3.3,2.9,4.6,4.8,4.143749999999999
413,4,pens_x264_25,pens,x264,3.0,3.5,4.8,5.0,5.0,4.3,5.0,4.7,4.8,3.0,5.0,4.2,4.9,4.6,4.8,3.7,4.393750000000001
414,4,pens_x264_75,pens,x264,4.0,4.0,5.0,5.0,5.0,4.2,5.0,4.6,4.2,4.2,5.0,4.5,5.0,3.7,5.0,4.8,4.575
415,4,pens_x265_01,pens,x265,1.0,1.0,1.1,1.7,1.0,1.4,2.0,1.2,1.0,1.4,1.0,1.0,1.0,1.4,2.3,1.0,1.28125
416,4,pens_x265_05,pens,x265,2.5,1.0,1.8,2.5,2.2,3.4,3.6,2.7,2.3,2.0,1.0,2.5,2.2,2.3,2.1,2.2,2.2687500000000003
417,4,pens_x265_15,pens,x265,3.0,3.0,4.9,5.0,3.2,2.6,4.1,3.9,3.4,2.6,2.1,2.6,1.7,3.1,4.2,3.5,3.306250000000001
418,4,pens_x265_25,pens,x265,3.0,5.0,4.7,4.7,5.0,4.0,4.2,4.7,3.9,3.2,2.1,4.6,3.6,3.6,3.6,4.8,4.04375
419,4,pens_x265_75,pens,x265,4.0,4.0,4.9,4.6,5.0,5.0,4.9,5.0,4.8,5.0,3.0,4.5,5.0,2.3,5.0,4.9,4.49375
420,4,pillows_av1_01,pillows,av1,1.0,2.0,1.8,3.5,2.7,2.3,4.0,3.1,1.8,2.2,2.1,3.0,2.0,1.6,2.6,1.6,2.3312500000000003
421,4,pillows_av1_05,pillows,av1,4.0,4.5,4.1,5.0,5.0,4.6,5.0,4.9,4.9,5.0,5.0,3.8,2.0,3.2,4.1,4.9,4.375
422,4,pillows_av1_15,pillows,av1,4.0,4.5,5.0,4.0,5.0,5.0,5.0,4.8,4.8,3.4,5.0,4.6,5.0,4.0,5.0,5.0,4.63125
423,4,pillows_av1_25,pillows,av1,5.0,4.5,5.0,5.0,5.0,5.0,5.0,4.0,4.5,4.1,5.0,4.3,5.0,4.3,4.8,5.0,4.71875
424,4,pillows_av1_75,pillows,av1,5.0,4.5,4.8,5.0,5.0,4.8,5.0,4.9,4.4,5.0,5.0,4.1,5.0,4.0,5.0,5.0,4.78125
425,4,pillows_bar_001,pillows,bar,5.0,4.5,5.0,5.0,5.0,5.0,5.0,4.9,5.0,5.0,4.0,4.6,5.0,3.8,5.0,5.0,4.8
426,4,pillows_bar_002,pillows,bar,5.0,5.0,3.9,5.0,5.0,4.0,5.0,4.8,3.9,5.0,5.0,4.8,5.0,3.9,4.7,5.0,4.6875
427,4,pillows_bar_003,pillows,bar,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.7,3.4,5.0,2.1,3.9,5.0,3.4,4.7,4.7,4.36875
428,4,pillows_bar_004,pillows,bar,4.0,3.5,5.0,5.0,5.0,4.2,5.0,4.6,4.8,5.0,5.0,3.8,4.9,2.8,4.8,4.8,4.512499999999999
429,4,pillows_bar_005,pillows,bar,4.0,5.0,3.9,5.0,5.0,3.9,4.0,4.7,4.3,4.2,5.0,4.5,2.0,2.3,4.6,4.8,4.2
430,4,pillows_bpg_25,pillows,bpg,1.0,1.5,1.1,2.0,2.7,2.0,3.2,2.1,1.2,1.0,1.0,2.3,1.3,1.9,2.6,1.0,1.7437500000000001
431,4,pillows_bpg_375,pillows,bpg,1.0,2.0,1.2,2.3,2.7,2.3,2.6,2.2,2.1,1.8,2.1,1.7,1.3,1.1,2.8,1.0,1.8875000000000004
432,4,pillows_bpg_5,pillows,bpg,2.0,1.5,2.1,2.4,3.3,2.4,3.4,3.0,2.8,1.4,1.0,2.3,1.0,2.1,2.3,1.4,2.15
433,4,pillows_bpg_625,pillows,bpg,2.0,3.5,2.7,2.5,2.7,2.4,4.4,3.0,2.1,1.8,2.1,1.5,2.2,2.0,2.4,2.6,2.4937500000000004
434,4,pillows_bpg_75,pillows,bpg,2.0,2.0,2.5,3.2,2.7,3.7,3.9,4.0,2.5,2.6,2.1,3.0,1.3,2.2,3.4,2.3,2.7125
435,4,pillows_gau_001,pillows,gau,4.0,5.0,4.9,5.0,5.0,5.0,5.0,4.9,4.5,4.2,5.0,4.5,4.9,3.2,4.5,4.3,4.6187499999999995
436,4,pillows_gau_002,pillows,gau,3.5,2.0,3.6,2.9,3.8,3.0,4.0,3.5,2.7,3.0,2.1,3.9,2.3,3.1,2.6,4.0,3.125
437,4,pillows_gau_003,pillows,gau,3.0,2.0,2.4,2.7,3.5,3.1,2.5,3.0,2.3,2.8,2.1,4.0,2.6,3.1,2.3,2.8,2.7625
438,4,pillows_gau_004,pillows,gau,3.0,2.5,1.6,1.9,3.2,2.4,2.9,3.0,1.8,1.8,1.0,3.3,2.3,1.3,1.6,2.0,2.225
439,4,pillows_gau_005,pillows,gau,3.0,1.5,1.2,2.0,1.8,2.0,2.0,1.7,1.5,2.2,1.0,1.3,2.6,1.9,1.7,1.7,1.8187499999999999
440,4,pillows_jp2_25,pillows,jp2,1.5,1.5,1.2,2.0,1.8,2.1,2.8,2.0,2.7,1.0,1.0,1.8,1.8,1.3,1.7,1.0,1.7
441,4,pillows_jp2_375,pillows,jp2,1.5,1.0,1.3,1.5,2.5,2.1,2.3,2.1,1.2,1.4,1.0,2.1,1.0,2.5,1.9,1.2,1.6624999999999999
442,4,pillows_jp2_5,pillows,jp2,2.0,2.0,1.3,2.2,2.5,2.3,2.3,2.5,2.1,1.4,2.1,2.6,1.3,1.8,3.1,1.2,2.0437500000000006
443,4,pillows_jp2_625,pillows,jp2,2.0,3.0,2.0,2.4,3.0,2.5,3.0,3.6,1.6,1.4,2.1,1.6,1.3,2.4,3.2,1.7,2.3000000000000003
444,4,pillows_jp2_75,pillows,jp2,2.5,2.0,1.4,2.6,2.5,3.0,3.1,3.7,1.8,1.8,2.1,2.2,1.3,2.6,1.8,2.1,2.28125
445,4,pillows_jpg_25,pillows,jpg,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,1.0,1.025
446,4,pillows_jpg_375,pillows,jpg,1.0,1.0,1.1,1.5,2.3,1.7,2.0,3.0,1.6,1.4,1.0,1.1,1.0,1.8,1.7,1.1,1.51875
447,4,pillows_jpg_5,pillows,jpg,2.0,2.0,2.5,1.6,3.2,1.9,3.2,3.6,2.5,1.6,1.0,2.4,1.7,2.3,1.8,2.0,2.2062500000000003
448,4,pillows_jpg_625,pillows,jpg,2.0,2.0,2.5,2.5,2.8,4.6,3.2,2.6,2.4,2.6,3.1,1.4,1.3,2.2,3.0,2.3,2.53125
449,4,pillows_jpg_75,pillows,jpg,3.0,4.0,3.0,5.0,3.3,4.0,4.1,4.0,2.1,2.2,3.0,3.1,1.3,2.7,3.6,2.1,3.1562500000000004
450,4,pillows_pin_001,pillows,pin,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,4.6,4.6,5.0,3.9,5.0,3.8,4.8,5.0,4.725
451,4,pillows_pin_002,pillows,pin,5.0,5.0,4.9,5.0,5.0,4.4,5.0,4.7,4.1,4.6,5.0,3.5,4.7,4.7,4.8,5.0,4.7125
